,Name,Country,Brand,Categories,Tasting Notes,ABV,Food Pairing,Suggested Glassware,Suggested Serving Temperature,Sweet-Dry Scale,Body,Rating,Rate Count,Price
684,Auspicion Cabernet Sauvignon,United States,Auspicion,"Cabernet Sauvignon, Red Wine","Silky, Dark Fruit, Berry, Vanilla",13.5%,"Beef, Lamb",Bordeaux Glass,6,Dry Wine,Full,5.0,3,1199.0
685,Tiefenbrunner Pinot Grigio,Italy,Tiefenbrunner,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,5,1599.0
686,Gemma Di Luna Pinot Grigio DOC Delle Venezie,Italy,Gemma Di Luna,"Pinot Grigio, White Wine","Apple, Balanced, Bright, Crisp, Fresh, Honey, Light, Pineapple",12%,"Cheese - Fresh  Soft, Cheese - Hard Aged, Chicken, Dessert - Vanilla  Caramel, Fish - White, Pasta, Salads  Greens, Shellfish",Standard White Glass,3,Semi-Sweet  Off-Dry,Light,5.0,5,1299.0
687,Riff Pinot Grigio DOC,Italy,Riff,"Pinot Grigio, White Wine","Crisp, Apple, Peach, Citrus",12.5%,"Chicken, Fish - White, Pasta, Salads  Greens, Shellfish",Standard White Glass,3,Dry Wine,Light,5.0,4,1099.0
688,Altos Hormigas Malbec,Spain,Altos Las Hormigas,"Malbec, Red Wine","Berry, Dark Fruit, Pepper, Spicy",13.5%,"Beef, Lamb",Standard Red Glass,6,Dry Wine,Full,5.0,5,1199.0
689,Di Majo Norante Sangiovese,Italy,Di Majo Norante,"Red Wine, Sangiovese",,13%,"Cured Meats, Cheese - Hard Aged",Standard Red Glass,6,Dry Wine,Medium,3.7,4,1199.0
690,Southern Right Sauvignon Blanc,South Africa,Southern Right,"Sauvignon Blanc, White Wine","Crisp, Minerality",13.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,2,1559.0
691,Flaco Tempranillo,Spain,Flaco,"Red Wine, Tempranillo","Berry, Syrupy, Floral, Red Fruit",13%,"Lamb, Pork",Standard Red Glass,5,Dry Wine,Medium,5.0,3,899.0
692,Predator Cabernet Sauvignon,United States,Predator,"Cabernet Sauvignon, Red Wine",,13%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,3,1459.0
693,Castello d’Albola Chianti Classico,Italy,Castello dAlbola,"Red Wine, Sangiovese",,13%,"Cured Meats, Cheese - Hard Aged",Standard Red Glass,6,Dry Wine,Medium,5.0,5,1894.0
694,Don Miguel Gascon Reserva Malbec,Argentina,Don Miguel Gascon,"Malbec, Red Wine",,14.5%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,3.3,3,2199.0
695,Diseno Malbec,Argentina,Diseno,"Malbec, Red Wine","Earthy, Blueberry, Chocolate, Balanced",13.5%,"Beef, Lamb",Standard Red Glass,6,Dry Wine,Full,5.0,15,1069.0
696,Cloudline Pinot Noir,United States,Cloudline,"Pinot Noir, Red Wine",,13.5%,"Fish - Meaty  Oily, Duck  Game Bird",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,13,1999.0
697,Folly Of The Beast Pinot Noir,United States,Folly of the Beast,"Pinot Noir, Red Wine","Balanced, Berry, Blueberry, Bright, Cherry, Cinnamon, Dried Fruit, Dry, Earthy, Fresh, Minerality, Red Fruit, Rose Petal, Silky, Smoky, Spicy, Vanilla, Woody",13.8%,"Cheese - Fresh  Soft, Cheese - Nutty  Semi-Firm, Cheese - Stinky, Chicken, Cured Meats, Duck  Game Bird, Fish - Meaty  Oily, Fish - White, Lamb, Mushrooms, Pasta, Pork, Root Vegetables, Shellfish, Turkey",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,13,1699.0
698,Juggernaut Hillside Cabernet Sauvignon,United States,Juggernaut Wine,"Cabernet Sauvignon, Red Wine",,14.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,4.8,62,2099.0
699,Hahn SLH Pinot Noir,United States,Hahn SLH,"Pinot Noir, Red Wine","Berry, Cherry, Spicy",14.5%,"Cheese - Fresh  Soft, Chicken, Dessert - Chocolate  Coffee, Duck  Game Bird, Fish - Meaty  Oily, Root Vegetables, Shellfish",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,7,2399.0
700,Dashwood Sauvignon Blanc,New Zealand,Dashwood,"Sauvignon Blanc, White Wine",,13%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,3,1259.0
701,Clifford Bay Sauvignon Blanc,New Zealand,Clifford Bay,"Sauvignon Blanc, White Wine",,13%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,3,1099.0
702,Whitehaven Sauvignon Blanc,New Zealand,Whitehaven,"Sauvignon Blanc, White Wine",,13%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,4.9,164,1799.0
703,SomeWine Chardonnay,United States,SomeWine,"Chardonnay, White Wine",,13.8%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,3,1299.0
704,Castellare Chianti Classico,Italy,Castellare,"Chianti Blend, Red Wine",,13.5%,"Cured Meats, Cheese - Hard Aged",Standard Red Glass,6,Dry Wine,Medium,5.0,2,2499.0
705,INTRINSIC Cabernet Sauvignon,United States,Intrinsic Wine Co.,"Cabernet Sauvignon, Red Wine","Blueberry, Bold, Cherry, Chocolate, Dark Fruit",14.5%,"Beef, Cheese - Blue, Cheese - Creamy  Bloomy, Cheese - Fresh  Soft, Cheese - Hard Aged, Cheese - Nutty  Semi-Firm, Cheese - Stinky, Duck  Game Bird, Lamb, Pork, Root Vegetables",Bordeaux Glass,6,Dry Wine,Full,5.0,32,2199.0
706,Martin Codax Ergo Rojo Spanish Red Blend,Spain,Martin Codax,"Red Wine, Rioja Blend","Cassis, Dark Fruit, Leather, Spicy",13.5%,"Duck  Game Bird, Lamb",Standard Red Glass,5,Dry Wine,Medium,5.0,2,1249.0
707,Schmitt Sohne Riesling,Germany,Schmitt Sohne,"Riesling, White Wine",,9.5%,"Duck  Game Bird, Cheese - Fresh  Soft",Standard White Glass,3,Semi-Sweet  Off-Dry,Light,4.5,12,1024.0
708,Silver Oak Alexander Valley Cabernet Sauvignon,United States,Silver Oak,"Cabernet Sauvignon, Red Wine",,13.9%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,3.8,18,6899.0
709,Faust Cabernet Sauvignon,United States,Faust,"Cabernet Sauvignon, Red Wine","Balanced, Bright, Dark Fruit, Fresh, Herbal, Intense, Red Fruit, Silky",14.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,15,5400.0
710,Substance ‘Cs’ Columbia Valley Cabernet Sauvignon,United States,Substance,"Cabernet Sauvignon, Red Wine",,14%,"Duck  Game Bird, Beef",Bordeaux Glass,6,Dry Wine,Full,4.8,28,1699.0
711,Jordan Cabernet Sauvignon,United States,Jordan,"Cabernet Sauvignon, Red Wine","Cassis, Cherry, Floral, Intense",13.5%,"Pork, Lamb",Bordeaux Glass,6,Dry Wine,Full,5.0,16,5699.0
712,Jordan Chardonnay,United States,Jordan,"Chardonnay, White Wine",,13.5%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,2,3499.0
713,Mount Veeder Cabernet Sauvignon,United States,Mount Veeder,"Cabernet Sauvignon, Red Wine",,14.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,4.1,6,4187.0
714,The Stag North Coast Cabernet Sauvignon,United States,Silver Stag,"Cabernet Sauvignon, Red Wine",,14.1%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,12,1999.0
715,True Myth Cabernet Sauvignon,United States,True Myth,"Cabernet Sauvignon, Red Wine","Cherry, Currant, Jammy, Pepper, Smooth, Vanilla",14.5%,"Beef, Duck  Game Bird, Lamb",Bordeaux Glass,6,Dry Wine,Full,5.0,4,1999.0
716,Pomelo Sauvignon Blanc,United States,Pomelo,"Sauvignon Blanc, White Wine","Floral, Peach, Melon, Citrus",12.7%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,5,1199.0
717,Relax Riesling,Germany,Relax,"Riesling, White Wine",,9%,"Duck  Game Bird, Cheese - Fresh  Soft",Standard White Glass,3,Semi-Sweet  Off-Dry,Light,4.8,227,1099.0
718,Clean Slate Riesling,Germany,Clean Slate,"Riesling, White Wine","Peach, Citrus, Acidic, Minerality",10.5%,"Fish - White, Chicken",Standard White Glass,3,Semi-Sweet  Off-Dry,Light,5.0,21,1099.0
719,Blufeld Riesling,Germany,Blufeld,"Riesling, White Wine",,14%,"Duck  Game Bird, Cheese - Fresh  Soft",Standard White Glass,3,Semi-Sweet  Off-Dry,Light,5.0,3,999.0
720,THRIVE Sauvignon Blanc,United States,THRIVE,"Sauvignon Blanc, White Wine","Citrus, Green Apple, Tropical Fruit",12.8%,"Fish - White, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,7,1399.0
721,Torresella Pinot Grigio Venezia DOC,Italy,Torresella,"Pinot Grigio, White Wine","Acidic, Balanced, Bright, Citrus, Crisp, Dry, Floral, Fresh, Green Apple, Light, Stone Fruit",12%,"Cheese - Fresh  Soft, Chicken, Fish - White, Fruit - Citrus, Fruit - Dried, Pasta, Salads  Greens, Shellfish, Tomatoes",Standard White Glass,3,Dry Wine,Light,2.5,2,1499.0
722,Benvolio Friuli Pinot Grigio,Italy,Benvolio,"Pinot Grigio, White Wine","Floral, Nutty, Peach",12.5%,"Fish - White, Salads  Greens, Shellfish",Standard White Glass,3,Dry Wine,Light,2.5,2,999.0
723,Starborough Sauvignon Blanc,New Zealand,Starborough,"Sauvignon Blanc, White Wine","Citrus, Tropical Fruit, Vegetal",12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,4.8,316,1299.0
724,7 Deadly Zins Zinfandel,United States,7 Deadly Zins,"Red Wine, Zinfandel","Currant, Dark Fruit, Leather, Oak, Spicy",15%,"Beef, Lamb",Standard Red Glass,6,Dry Wine,Medium,5.0,47,1599.0
725,Amalaya Malbec,Argentina,Amalaya,"Malbec, Red Wine",,13.9%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,5.0,4,1499.0
726,"13 Celsius® Sauvignon Blanc – 750ml, Marlborough, New Zealand",New Zealand,13 Celsius,"Sauvignon Blanc, White Wine","Citrus, Crisp, Herbal, Minerality",12.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,10,1299.0
727,"13 Celsius® Pinot Grigio – 750ml, Delle Venezie D.O.C., Italy",Italy,13 Celsius,"Pinot Grigio, White Wine","Crisp, Pear, Tropical Fruit",12.5%,"Fish - White, Fruit - Dried, Salads  Greens",Standard White Glass,3,Dry Wine,Medium,5.0,2,1299.0
728,Montebuena Rioja,Spain,Montebuena,"Red Wine, Tempranillo","Dark Fruit, Fruity, Round, Vanilla",14%,"Duck  Game Bird, Cheese - Nutty  Semi-Firm",Standard Red Glass,5,Dry Wine,Medium,5.0,6,1199.0
729,Ramon Cardova Rioja,Spain,Ramon Cardova,"Red Wine, Tempranillo",,14%,"Tomatoes, Cured Meats",Standard Red Glass,5,Dry Wine,Medium,5.0,2,1895.0
730,IL Bastardo Sangiovese,Italy,IL Bastardo,"Red Wine, Sangiovese","Berry, Cherry, Dark Fruit",13%,"Cheese - Hard Aged, Cured Meats, Pasta",Standard Red Glass,6,Dry Wine,Medium,5.0,9,899.0
731,Colores del Sol Malbec,Argentina,Colores del Sol,"Malbec, Red Wine",,13.5%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,3.3,3,999.0
732,Bodini Malbec,Argentina,Bodini,"Malbec, Red Wine","Spicy, Round, Dark Fruit, Balanced",13.5%,"Chicken, Beef",Standard Red Glass,6,Dry Wine,Full,5.0,3,1199.0
733,MDZ Malbec,Argentina,MDZ,"Malbec, Red Wine",,13.8%,"Pork, Mushrooms",Standard Red Glass,6,Dry Wine,Full,5.0,2,1199.0
734,Domaine Guilhem Pot De Vin Red,France,Guilhem,"Merlot, Red Wine",,13%,"Duck  Game Bird, Tomatoes",Bordeaux Glass,6,Dry Wine,Medium,5.0,3,1499.0
735,Block Nine Pinot Noir,United States,Block Nine,"Pinot Noir, Red Wine","Rich, Cherry, Oak",13%,"Chicken, Turkey",Burgundy  Bourgogne Glass,5,Dry Wine,Light,5.0,9,1362.0
736,Castello di Gabbiano Chianti Classico,Italy,Castello di Gabbiano,"Chianti Blend, Red Wine",,13.5%,"Cured Meats, Cheese - Hard Aged",Standard Red Glass,6,Dry Wine,Medium,5.0,2,1399.0
737,Castello di Monsanto Chianti Classico Riserva,Italy,Castello di Monsanto,"Chianti Blend, Red Wine",,14%,"Cured Meats, Cheese - Hard Aged",Standard Red Glass,6,Dry Wine,Medium,5.0,2,2699.0
738,Smith & Hook Cabernet Sauvignon Central Coast,United States,Smith and Hook,"Cabernet Sauvignon, Red Wine","Berry, Cherry, Chocolate, Spicy, Vanilla",14.8%,"Beef, Cheese - Nutty  Semi-Firm, Cured Meats, Duck  Game Bird, Lamb, Mushrooms",Bordeaux Glass,6,Dry Wine,Full,5.0,20,1999.0
739,Bonanza Cabernet Sauvignon by Chuck Wagner,United States,Bonanza,"Cabernet Sauvignon, Red Wine","Berry, Toasty, Vanilla",14.6%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,13,2199.0
740,Pendulum Cabernet Sauvignon,United States,Pendulum,"Cabernet Sauvignon, Red Wine","Berry, Dark Fruit, Earthy, Leather, Spicy, Tobacco",14.3%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,3,1699.0
741,Chop Shop Cabernet Sauvignon,United States,Chop Shop,"Cabernet Sauvignon, Red Wine","Balanced, Berry, Blueberry, Bright, Chocolate, Cinnamon, Coffee, Currant, Dark Fruit, Eucalyptus, Fresh, Fruity, Jammy, Oak, Pepper, Silky, Smoky, Tobacco",13.8%,"Beef, Chicken, Cured Meats, Dessert - Chocolate  Coffee, Duck  Game Bird, Lamb, Pork, Root Vegetables",Bordeaux Glass,6,Dry Wine,Full,5.0,2,1599.0
742,Our Daily Cab Cabernet Sauvignon,United States,Our Daily Red,"Cabernet Sauvignon, Red Wine",,12.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,4,999.0
743,Ravage Cabernet Sauvignon,United States,Ravage,"Cabernet Sauvignon, Red Wine",,13.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,5,1199.0
744,The Atom Dark Matter Cabernet Sauvignon,United States,The Atom,"Cabernet Sauvignon, Red Wine",,14.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,2,1299.0
745,Chasing Lions Cabernet Sauvignon,France,Chasing Lions,"Cabernet Sauvignon, Red Wine",,13.5%,"Beef, Duck  Game Bird",Bordeaux Glass,6,Dry Wine,Full,5.0,4,1599.0
746,"Stave and Steel Cabernet Sauvignon Red Wine – 750ml, California",United States,Stave  Steel,"Cabernet Sauvignon, Red Wine","Berry, Caramel, Cherry, Dark Fruit, Spicy, Vanilla",13.5%,"Beef, Duck  Game Bird, Lamb",Bordeaux Glass,6,Dry Wine,Full,5.0,4,1889.0
747,One Stone Cabernet Sauvignon,United States,One Stone Cellars,"Cabernet Sauvignon, Red Wine","Dark Fruit, Mint, Tobacco",14.1%,"Beef, Cheese - Blue, Mushrooms",Bordeaux Glass,7,Dry Wine,Full,5.0,2,1799.0
748,Harken Chardonnay,United States,Harken,"Chardonnay, White Wine","Butter, Oak, Pear, Toasty",14.4%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,4.1,18,1347.0
749,Domaine de Bernier Chardonnay,France,Domaine De Bernier,"Chardonnay, White Wine",,13.5%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,2,1160.0
750,Pams Unoaked Chardonnay,United States,Pams,"Chardonnay, White Wine",,11.9%,"Fish - Meaty  Oily, Shellfish, Cheese - Fresh  Soft",Chardonnay Glass,4,Dry Wine,Full,5.0,2,1099.0
751,Dr Loosen “L” Riesling,Germany,Dr. L Rieslings,"Riesling, White Wine","Peach, Citrus, Minerality, Crisp",8.5%,"Fish - White, Salads  Greens",Standard White Glass,3,Semi-Sweet  Off-Dry,Light,5.0,35,1299.0
752,Maso Canali Pinot Grigio,Italy,Maso Canali,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,3,1799.0
753,Ca’ Montini Trentino Pinot Grigio,Italy,Ca Montini,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,3,1499.0
754,Maso Canali Pinot Grigio,Italy,Maso Canali,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,3,1799.0
755,Ca’ Montini Trentino Pinot Grigio,Italy,Ca Montini,"Pinot Grigio, White Wine",,12.5%,"Shellfish, Salads  Greens",Standard White Glass,3,Dry Wine,Light,5.0,3,1499.0
756,Monkey Bay Sauvignon Blanc,New Zealand,Monkey Bay,"Sauvignon Blanc, White Wine","Grapefruit, Citrus, Tropical Fruit",14%,"Shellfish, Chicken",Standard White Glass,3,Dry Wine,Light,5.0,30,999.0
757,Tokoeka Estate Sauvignon Blanc,New Zealand,Tokoeka,"Sauvignon Blanc, White Wine",,13.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,5,1299.0
758,Mohua Sauvignon Blanc,New Zealand,Mohua,"Sauvignon Blanc, White Wine","Tropical Fruit, Bright, Grassy, Citrus",12.5%,"Salads  Greens, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,9,1473.0
759,Frenzy Sauvignon Blanc,New Zealand,Frenzy,"Sauvignon Blanc, White Wine","Acidic, Guava, Herbal, Minerality, Stone Fruit, Tropical",12.5%,Fish - White,Standard White Glass,3,Dry Wine,Light,5.0,3,1364.0
760,Ponga Sauvignon Blanc,New Zealand,Ponga,"Sauvignon Blanc, White Wine",,12.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,9,1299.0
761,Ottos Dream Sauvignon Blanc,New Zealand,Ottos Dream,"Sauvignon Blanc, White Wine","Tropical Fruit, Citrus, Green Apple, Minerality",13%,"Shellfish, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,3.3,3,1399.0
762,Dom Paul Buisse Touraine Sauvignon Blanc,France,Paul Buisse,"Sauvignon Blanc, White Wine",,13%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,2,1390.0
763,Sea Pearl Sauvignon Blanc,New Zealand,Sea Pearl,"Sauvignon Blanc, White Wine","Acidic, Balanced, Bright, Crisp, Grapefruit, Passionfruit, Tropical Fruit",13%,"Cheese - Fresh  Soft, Chicken, Fish - Meaty  Oily, Fish - White, Salads  Greens, Shellfish",Standard White Glass,3,Dry Wine,Light,5.0,6,1299.0
764,Infamous Goose Sauvignon Blanc,New Zealand,The Infamous Goose,"Sauvignon Blanc, White Wine",,13%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,3,1473.0
765,Domaine du Salvard Cheverny Blanc,France,Domaine du Salvard Cheverny,"Sauvignon Blanc, White Wine",,12.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,2,1799.0
766,La Forêt des Dames Sancerre,France,La Fort des Dames,"Sauvignon Blanc, White Wine",,13%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,2,2348.0
767,Lofthouse Sauvignon Blanc,New Zealand,Lofthouse Vineyard,"Sauvignon Blanc, White Wine",,12.5%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,5.0,2,1099.0
768,Andis Wines Sauvignon Blanc,United States,Andis,"Sauvignon Blanc, White Wine",,12.9%,"Chicken, Cheese - Fresh  Soft",Standard White Glass,3,Dry Wine,Light,4.7,17,1849.0
